MovieID,Date,Calendar_Week,Rank,Compare_LW,Theaters,Change,To_Date,Weekend,Weekend_Gross
rl1713735425,Sep 9-11,2016W37,0,-8.95,6,-21,276350,4,4606.0
rl1713735425,Sep 16-18,2016W38,0,4.52,5,-1,286483,5,6686.0
rl3822880513,Feb 12-14,2016W07,4,0.0,176,0,1051248,1,271845.0
rl1280148481,Aug 5-7Rio Olympics,2016W32,0,0.0,84,0,107279,1,107279.0
rl1280148481,Aug 12-14Rio Olympics,2016W33,0,-7.14,39,-45,232615,3,30716.0
rl1280148481,Aug 19-21Rio Olympics,2016W34,0,-8.24,6,-33,258906,5,5404.0
rl1280148481,Aug 26-28,2016W35,0,-9.94,1,-5,262107,4,30.0
rl3305931777,Nov 4-6,2016W45,0,0.0,127,0,247486,1,247486.0
rl2910684929,Jun 24-26,2016W26,0,0.0,98,0,247455,1,247455.0
rl2176026369,Jan 22-24,2016W04,3,0.0,59,0,109460,1,109460.0
rl2176026369,Jan 29-31,2016W05,4,-5.15,58,-1,246096,2,53076.0
rl3941565441,Jan 15-17,2016W03,6,0.0,71,0,314301,2,71836.0
rl3941565441,Jan 22-24,2016W04,8,-0.57,38,-33,402486,3,30863.0
rl3941565441,Jan 29-31,2016W05,9,-5.26,29,-9,444923,4,14614.0
rl1665894145,Jul 29-31,2016W31,0,0.0,88,0,81502,1,81502.0
rl1665894145,Aug 5-7Rio Olympics,2016W32,0,-7.86,60,-28,167070,2,17459.0
rl1665894145,Aug 12-14Rio Olympics,2016W33,0,-0.96,4,-56,180498,3,704.0
rl342393857,Dec 25-27,2015W52,3,0.0,84,0,639767,2,150329.0
rl342393857,Jan 1-3,2016W01,5,-4.43,75,-9,824853,3,83798.0
rl342393857,Jan 15-17,2016W03,14,0.0,2,0,893407,5,1778.0
rl342393857,Jan 22-24,2016W04,13,-4.48,1,-1,895542,6,982.0
rl1019905025,Feb 12-14,2016W07,5,0.0,78,0,294953,1,133916.0
rl3580069121,Feb 12-14,2016W07,6,0.0,69,0,562919,2,133840.0
rl59541249,Dec 25-27,2015W52,4,0.0,67,0,155971,1,118562.0
rl59541249,Jan 1-3,2016W01,4,-2.58,55,-12,320057,2,87992.0
rl59541249,Jan 15-17,2016W03,15,0.0,3,0,365249,4,1529.0
rl1004045825,Sep 16-18,2016W38,0,0.0,83,0,43144,1,43144.0
rl1004045825,Sep 23-25,2016W39,0,-0.54,83,0,94848,2,19838.0
rl1004045825,Sep 30-Oct 2,2016W40,0,-9.37,1,-82,109072,3,1249.0
rl1004045825,Oct 7-9,2016W41,0,-1.99,1,0,112000,4,1000.0
rl3165619201,Feb 12-14,2016W07,7,0.0,70,0,502785,2,106036.0
rl1896908033,Feb 12-14,2016W07,8,0.0,37,0,311481,2,101645.0
rl3151857409,Jan 15-17,2016W03,7,0.0,48,0,170277,2,36708.0
rl3151857409,Jan 22-24,2016W04,11,-7.79,16,-32,209121,3,8130.0
rl3151857409,Jan 29-31,2016W05,12,-7.44,4,-12,217922,4,2078.0
rl2776270081,Jan 15-17,2016W03,8,0.0,35,0,32435,1,32435.0
rl2776270081,Jan 22-24,2016W04,10,-6.78,23,-12,70790,2,10432.0
rl2776270081,Jan 29-31,2016W05,13,-8.05,4,-19,82960,3,2032.0
rl344753153,Jan 1-3,2016W01,6,0.0,40,0,42692,1,36489.0
rl344753153,Jan 15-17,2016W03,13,0.0,17,0,80924,3,2134.0
rl344753153,Jan 22-24,2016W04,14,-6.84,6,-11,83963,4,674.0
rl3238888961,Feb 12-14,2016W07,10,0.0,46,0,73293,1,73293.0
rl226591745,Feb 12-14,2016W07,11,0.0,52,0,60984,1,60984.0
rl2884601601,Aug 12-14Rio Olympics,2016W33,0,0.0,0,0,93646,1,93646.0
rl2884601601,Aug 19-21Rio Olympics,2016W34,0,-9.01,0,0,43736,3,9242.0
rl2884601601,Aug 26-28,2016W35,0,-6.92,0,0,54416,3,2851.0
rl2884601601,Sep 2-4,2016W36,0,-5.09,0,0,56680,4,1400.0
rl2884601601,Sep 9-11,2016W37,0,-5.14,0,0,57760,5,680.0
rl2445575681,Dec 2-4,2016W49,0,0.0,43,0,25387,1,25387.0
rl2445575681,Dec 9-11,2016W50,0,0.0,43,0,44331,2,25387.0
rl2749138689,Jun 17-19,2016W25,0,0.0,62,0,20234,1,20234.0
rl2749138689,Jun 24-26,2016W26,0,-0.64,29,-33,41621,2,7285.0
rl94340865,Feb 12-14,2016W07,12,0.0,67,0,34595,1,34595.0
rl2997913345,Feb 12-14,2016W07,13,0.0,20,0,149320,2,27183.0
rl1842972417,Oct 28-30,2016W44,0,0.0,0,0,48341,2,6668.0
rl1842972417,Nov 4-6,2016W45,0,-0.5,0,0,66177,3,3334.0
rl160728833,Nov 27-29,2015W48,1,0.0,156,0,540567,1,408805.0
rl160728833,Dec 25-27,2015W52,8,0.0,4,0,1438803,5,3715.0
rl160728833,Jan 1-3,2016W01,7,44.19,3,-1,1461076,6,20133.0
rl3616966401,Dec 25-27,2015W52,6,0.0,41,0,59797,1,38448.0
rl3616966401,Jan 1-3,2016W01,8,-0.61,29,-12,98645,2,15005.0
rl3840312321,Jan 15-17,2016W03,10,0.0,23,0,18606,2,3845.0
rl3840312321,Jan 22-24,2016W04,12,5.67,3,-20,27194,3,6026.0
rl3840312321,Jan 29-31,2016W05,14,-7.45,2,-1,29125,4,1535.0
rl768967681,Jan 29-31,2016W05,10,0.0,20,0,13479,1,13479.0
rl774211329,Dec 25-27,2015W52,5,0.0,48,0,184332,2,40873.0
rl774211329,Jan 1-3,2016W01,9,-0.7,27,-21,226744,3,12249.0
rl1966245633,Oct 7-9,2016W41,0,0.0,14,0,4292,1,4292.0
rl1583646465,Dec 25-27,2015W52,7,0.0,22,0,278494,3,5530.0
rl1583646465,Jan 1-3,2016W01,10,-2.73,12,-10,287378,4,4018.0
rl2872542977,Jan 15-17,2016W03,11,0.0,4,0,17944,2,2548.0
rl2872542977,Jan 22-24,2016W04,15,-9.67,1,-3,19244,3,85.0
rl3874129409,Feb 12-14,2016W07,15,0.0,7,0,3447,1,3447.0
rl1722648065,Jan 15-17,2016W03,12,0.0,8,0,14621,2,2235.0
rl3139864065,Jun 17-19,2016W25,0,0.0,1,0,2025984,6,1980.0
rl3266414081,Apr 3-5,2015W14,1,0.0,224,0,2205035,1,1543382.0
rl3266414081,Apr 10-12,2015W15,0,-3.04,187,-37,5260665,2,1073886.0
rl3266414081,Apr 17-19,2015W16,0,-5.44,135,-52,6428907,3,489449.0
rl3266414081,Apr 24-26,2015W17,0,-7.83,62,-73,6830612,4,106152.0
rl3266414081,May 1-3Mayweather/Pacquiao Fight,2015W18,3,-1.28,40,-22,7066444,5,92577.0
rl3266414081,May 8-10,2015W19,4,-4.62,47,7,7157583,6,49779.0
rl3266414081,May 15-17,2015W20,13,-0.95,4,-43,7205943,7,2478.0
rl3266414081,May 22-24,2015W21,13,16.23,3,-1,7215738,8,6499.0
rl3266414081,May 29-31,2015W22,15,-1.88,11,8,7225225,9,5274.0
rl3308488193,Apr 24-26,2015W17,0,0.0,213,0,1558699,1,1514617.0
rl3308488193,May 1-3Mayweather/Pacquiao Fight,2015W18,1,-0.34,175,-38,4097259,2,999519.0
rl3308488193,May 8-10,2015W19,1,-6.85,98,-77,4855673,3,314968.0
rl3308488193,May 15-17,2015W20,4,-7.63,43,-55,5135585,4,74758.0
rl3308488193,May 22-24,2015W21,6,-5.34,15,-28,5213213,5,34874.0
rl3308488193,May 29-31,2015W22,11,-7.02,4,-11,5241563,6,10405.0
rl3308488193,Jun 5-7,2015W23,10,-0.12,3,-1,5259089,7,9156.0
rl3038414593,Jun 12-14,2015W24,1,0.0,153,0,1274030,1,1274030.0
rl3038414593,Jun 19-21,2015W25,1,-4.43,112,-41,2969863,2,709309.0
rl3038414593,Jun 26-28,2015W26,2,-6.57,66,-46,3727429,3,243458.0
rl3038414593,Jul 3-5,2015W27,2,-0.16,66,0,4105591,4,204598.0
rl3038414593,Jul 10-12,2015W28,3,-6.46,48,-18,4302433,5,72332.0
rl3038414593,Jul 17-19,2015W29,5,-0.65,25,-23,4374513,6,25348.0
rl3038414593,Jul 24-26,2015W30,7,-6.95,18,-7,4394139,7,7726.0
rl3038414593,Jul 31-Aug 2,2015W31,7,-8.09,1,-17,4400147,8,1475.0
rl1239123713,Jul 10-12,2015W28,1,0.0,205,0,1196834,1,1196834.0
rl1239123713,Jul 17-19,2015W29,1,-4.98,166,-39,3239129,2,600796.0
rl1239123713,Jul 24-26,2015W30,2,-6.33,67,-99,3793958,3,220674.0
rl1239123713,Jul 31-Aug 2,2015W31,4,-6.49,53,-14,3989759,4,77417.0
rl1239123713,Aug 7-9,2015W32,6,-5.62,32,-21,4073695,5,33878.0
rl1239123713,Aug 14-16,2015W33,9,-0.64,14,-18,4105193,6,12182.0
rl1239123713,Aug 21-23,2015W34,14,-9.79,2,-12,4110692,7,260.0
rl1239123713,Aug 28-30,2015W35,16,0.96,2,0,4111149,8,285.0
rl1239123713,Sep 4-6,2015W36,15,0.26,1,-1,4112344,9,359.0
rl1239123713,Sep 11-13,2015W37,15,0.64,1,0,4112942,10,382.0
rl1170572289,Aug 28-30,2015W35,1,0.0,139,0,639419,1,639419.0
rl1170572289,Sep 4-6,2015W36,1,-1.54,131,-8,2206149,2,540867.0
rl1170572289,Sep 11-13,2015W37,2,-6.59,80,-51,2693653,3,184337.0
rl1170572289,Sep 18-20,2015W38,4,-7.09,53,-27,2845690,4,53553.0
rl1170572289,Sep 25-27,2015W39,6,-5.56,28,-25,2904527,5,23770.0
rl2477032449,May 15-17,2015W20,1,0.0,102,0,455889,1,455889.0
rl2477032449,May 22-24,2015W21,1,-1.68,75,-27,1314817,2,379364.0
rl2477032449,May 29-31,2015W22,3,-4.72,49,-26,1837666,3,200397.0
rl2477032449,Jun 5-7,2015W23,4,-5.14,42,-7,2103317,4,97415.0
rl2477032449,Jun 12-14,2015W24,5,-5.69,30,-12,2232035,5,42015.0
rl2477032449,Jun 19-21,2015W25,6,-5.08,21,-9,2291343,6,20658.0
rl2477032449,Jun 26-28,2015W26,5,-1.08,24,3,2334541,7,18423.0
rl2477032449,Jul 3-5,2015W27,6,0.99,32,8,2375644,8,20246.0
rl2477032449,Jul 10-12,2015W28,7,-5.23,22,-10,2401780,9,9665.0
rl2477032449,Jul 17-19,2015W29,10,-4.69,13,-9,2416538,10,5129.0
rl2477032449,Jul 24-26,2015W30,10,-0.77,4,-9,2420509,11,1179.0
rl2477032449,Jul 31-Aug 2,2015W31,12,-0.87,2,-2,2421349,12,153.0
rl2477032449,Aug 7-9,2015W32,11,8.63,2,0,2421796,13,285.0
rl1076397569,Jul 24-26,2015W30,1,0.0,155,0,644555,1,644555.0
rl1076397569,Jul 31-Aug 2,2015W31,2,-5.88,90,-65,1544662,2,265553.0
rl1076397569,Aug 7-9,2015W32,3,-0.5,69,-21,1877631,3,132834.0
rl1076397569,Aug 14-16,2015W33,7,-6.92,34,-35,2011786,4,40867.0
rl1076397569,Aug 21-23,2015W34,11,-7.26,8,-26,2047073,5,11185.0
rl1076397569,Aug 28-30,2015W35,13,-0.86,2,-6,2054218,6,1564.0
rl3302262529,Jul 31-Aug 2,2015W31,1,0.0,136,0,563563,1,563563.0
rl3302262529,Aug 7-9,2015W32,2,-0.43,95,-41,1480455,2,321201.0
rl3302262529,Aug 14-16,2015W33,3,-5.83,65,-30,1831243,3,133927.0
rl3302262529,Aug 21-23,2015W34,5,-5.37,39,-26,1981038,4,62000.0
rl3302262529,Aug 28-30,2015W35,8,-8.24,14,-25,2028005,5,10887.0
rl3302262529,Sep 4-6,2015W36,10,-4.41,4,-10,2047415,6,6091.0
rl3302262529,Sep 11-13,2015W37,13,-0.78,2,-2,2052025,7,1340.0
rl2530313729,Nov 6-8,2015W45,1,0.0,225,0,772940,1,772940.0
rl2530313729,Nov 13-15,2015W46,1,-0.57,176,-49,1546187,2,332254.0
rl2530313729,Nov 20-22,2015W47,3,-5.86,78,-98,1869847,3,137398.0
rl2530313729,Nov 27-29,2015W48,6,-7.34,41,-37,1967729,4,36574.0
rl2530313729,Dec 4-6,2015W49,0,-6.07,16,-25,2004614,5,14379.0
rl2530313729,Dec 11-13,2015W50,0,-8.11,3,-13,2015288,6,2721.0
rl3950871553,Jun 26-28,2015W26,1,0.0,139,0,652238,1,652238.0
rl3950871553,Jul 3-5,2015W27,1,-4.43,98,-41,1421983,2,363062.0
rl3950871553,Jul 10-12,2015W28,2,-6.63,67,-31,1811494,3,122427.0
rl3950871553,Jul 17-19,2015W29,4,-5.35,52,-15,1957793,4,56885.0
rl3950871553,Jul 24-26,2015W30,5,-8.36,24,-28,1995249,5,9346.0
rl3950871553,Jul 31-Aug 2,2015W31,10,-9.55,2,-22,2003079,6,422.0
rl2658371329,Sep 25-27,2015W39,1,0.0,160,0,602099,1,602099.0
rl2658371329,Oct 2-4,2015W40,0,-5.16,102,-58,1243974,2,291430.0
rl2658371329,Oct 9-11,2015W41,3,-5.36,59,-43,1524987,3,135240.0
rl2658371329,Oct 16-18,2015W42,6,-6.63,23,-36,1626197,4,45538.0
rl2658371329,Oct 23-25,2015W43,8,-0.56,15,-8,1665201,5,20021.0
rl2658371329,Oct 30-Nov 1,2015W44,9,-2.33,12,-3,1686769,6,15353.0
rl2658371329,Nov 6-8,2015W45,8,-4.86,6,-6,1698339,7,7897.0
rl2658371329,Nov 13-15,2015W46,10,0.07,7,1,1708241,8,7949.0
rl2658371329,Nov 20-22,2015W47,5,27.28,23,16,1743465,9,29632.0
rl151422721,Jun 5-7,2015W23,1,0.0,116,0,617633,1,518556.0
rl151422721,Jun 12-14,2015W24,2,-5.67,85,-31,1297768,2,224501.0
rl151422721,Jun 19-21,2015W25,2,-5.97,70,-15,1578243,3,90566.0
rl151422721,Jun 26-28,2015W26,6,-8.23,34,-36,1662740,4,15988.0
rl151422721,Jul 3-5,2015W27,8,-5.82,10,-24,1679709,5,6683.0
rl151422721,Jul 10-12,2015W28,13,-8.94,4,-6,1684675,6,708.0
rl151422721,Jul 17-19,2015W29,14,-9.92,1,-3,1685334,7,6.0
rl3950937345,Oct 9-11,2015W41,1,0.0,248,0,2366361,2,581413.0
rl3950937345,Oct 16-18,2015W42,1,-5.99,88,-160,2900635,3,232899.0
rl3950937345,Oct 23-25,2015W43,4,-6.46,56,-32,3152265,4,82539.0
rl3950937345,Oct 30-Nov 1,2015W44,7,-6.35,32,-24,3221490,5,30139.0
rl3950937345,Nov 6-8,2015W45,6,-5.02,13,-19,3251257,6,15008.0
rl3950937345,Nov 13-15,2015W46,9,-3.94,9,-4,3266908,7,9090.0
rl3950937345,Nov 20-22,2015W47,9,12.79,25,16,3291844,8,20712.0
rl3950937345,Nov 27-29,2015W48,13,-9.94,1,-24,3293667,9,118.0
rl1711506689,Sep 11-13,2015W37,1,0.0,114,0,474103,1,474103.0
rl1711506689,Sep 18-20,2015W38,2,-4.81,83,-31,1059912,2,245950.0
rl1711506689,Sep 25-27,2015W39,3,-4.78,72,-11,1353034,3,128490.0
rl1711506689,Oct 9-11,2015W41,8,0.0,5,0,1469074,5,2193.0
rl1706263553,May 1-3Mayweather/Pacquiao Fight,2015W18,2,0.0,75,0,872670,1,475452.0
rl1706263553,May 8-10,2015W19,2,-5.45,67,-8,1337135,2,216188.0
rl1706263553,May 15-17,2015W20,3,-6.42,58,-9,1588077,3,77341.0
rl1706263553,May 22-24,2015W21,10,-8.19,8,-50,1658327,4,14027.0
rl1706263553,May 29-31,2015W22,13,-5.89,13,5,1679081,5,5768.0
rl935233281,May 29-31,2015W22,1,0.0,95,0,391637,1,359114.0
rl935233281,Jun 5-7,2015W23,2,-3.54,93,-2,962552,2,231856.0
rl935233281,Jun 12-14,2015W24,3,-0.73,54,-39,1182476,3,62495.0
rl935233281,Jun 19-21,2015W25,7,-7.21,21,-33,1283929,4,17423.0
rl935233281,Jun 26-28,2015W26,12,-6.74,7,-14,1305625,5,5682.0
rl935233281,Jul 3-5,2015W27,12,-6.08,2,-5,1312702,6,2230.0
rl3234760449,Sep 18-20,2015W38,1,0.0,115,0,404958,1,404958.0
rl3234760449,Sep 25-27,2015W39,2,-4.23,86,-29,941172,2,233500.0
rl3234760449,Oct 9-11,2015W41,9,0.0,8,0,1218456,4,438.0
rl1886226177,Aug 28-30,2015W35,2,0.0,71,0,330305,1,330305.0
rl1886226177,Sep 4-6,2015W36,3,-4.82,71,0,903531,2,171194.0
rl1886226177,Sep 11-13,2015W37,5,-0.62,49,-22,1080614,3,65088.0
rl1886226177,Sep 18-20,2015W38,10,-9.21,8,-41,1129756,4,5165.0
rl1886226177,Sep 25-27,2015W39,9,-4.49,2,-6,1136349,5,2846.0
rl1251247873,Aug 21-23,2015W34,1,0.0,160,0,304871,1,304871.0
rl1251247873,Aug 28-30,2015W35,3,-4.56,122,-38,650760,2,165930.0
rl1251247873,Sep 4-6,2015W36,4,-0.4,47,-75,962440,3,99589.0
rl1251247873,Sep 11-13,2015W37,6,-0.49,37,-10,1059509,4,50802.0
rl1251247873,Sep 18-20,2015W38,8,-8.18,14,-23,1091636,5,9234.0
rl1251247873,Sep 25-27,2015W39,11,-9.68,1,-13,1095514,6,293.0
rl1775535105,May 29-31,2015W22,2,0.0,75,0,292847,1,292847.0
rl1775535105,Jun 5-7,2015W23,3,-4.57,71,-4,725707,2,159099.0
rl1775535105,Jun 12-14,2015W24,4,-6.63,47,-24,908424,3,53596.0
rl1775535105,Jun 19-21,2015W25,8,-6.82,20,-27,969530,4,17067.0
rl1775535105,Jun 26-28,2015W26,9,-5.92,13,-7,989593,5,6963.0
rl1775535105,Jul 3-5,2015W27,11,-3.48,8,-5,997331,6,4541.0
rl1775535105,Jul 10-12,2015W28,8,6.53,28,20,1009344,7,7506.0
rl1775535105,Jul 17-19,2015W29,11,-7.38,10,-18,1019049,8,1969.0
rl1775535105,Jul 24-26,2015W30,12,-8.13,3,-7,1021069,9,368.0
rl1775535105,Jul 31-Aug 2,2015W31,11,1.33,1,-2,1021608,10,417.0
rl1775535105,Aug 7-9,2015W32,9,33.53,2,1,1024278,11,1815.0
rl2873394945,May 15-17,2015W20,2,0.0,104,0,312470,1,312470.0
rl2873394945,May 22-24,2015W21,3,-0.43,72,-32,753549,2,178176.0
rl2873394945,May 29-31,2015W22,7,-7.11,35,-37,913655,3,51469.0
rl2873394945,Jun 5-7,2015W23,8,-5.64,20,-15,973146,4,22465.0
rl2873394945,Jun 12-14,2015W24,13,-9.29,6,-14,990030,5,1586.0
rl3760883457,Oct 23-25,2015W43,1,0.0,73,0,264385,1,264385.0
rl3760883457,Oct 30-Nov 1,2015W44,1,-1.94,74,1,708980,2,213031.0
rl3760883457,Nov 6-8,2015W45,2,-7.41,63,-11,899711,3,55210.0
rl3760883457,Nov 13-15,2015W46,5,-7.41,21,-42,954884,4,14280.0
rl3760883457,Nov 20-22,2015W47,11,-3.86,4,-17,974400,5,8769.0
rl3760883457,Nov 27-29,2015W48,12,-9.43,1,-3,973124,6,499.0
rl112231425,Nov 20-22,2015W47,1,0.0,90,0,354394,1,354394.0
rl112231425,Nov 27-29,2015W48,3,-6.57,72,-18,710565,2,121711.0
rl1434027777,Nov 20-22,2015W47,2,0.0,139,0,343183,1,343183.0
rl1434027777,Nov 27-29,2015W48,4,-6.66,83,-56,684436,2,114650.0
rl1521387009,Aug 7-9,2015W32,1,0.0,105,0,335688,1,335688.0
rl1521387009,Aug 14-16,2015W33,4,-6.98,74,-31,617548,2,101384.0
rl1521387009,Aug 21-23,2015W34,9,-8.68,27,-47,685694,3,13407.0
rl1521387009,Aug 28-30,2015W35,15,-9.74,4,-23,693412,4,350.0
rl4183131905,Oct 16-18,2015W42,3,0.0,103,0,180144,1,180144.0
rl4183131905,Oct 23-25,2015W43,3,-5.39,78,-25,432974,2,83096.0
rl4183131905,Oct 30-Nov 1,2015W44,2,-3.05,49,-29,552195,3,57713.0
rl4183131905,Nov 6-8,2015W45,3,-6.67,22,-27,598833,4,19203.0
rl4183131905,Nov 13-15,2015W46,7,-4.55,9,-13,618178,5,10465.0
rl4183131905,Nov 20-22,2015W47,12,-7.36,3,-6,625816,6,2759.0
rl4183131905,Nov 27-29,2015W48,11,-6.06,3,0,627399,7,1087.0
rl3364325121,Oct 9-11,2015W41,2,0.0,113,0,247595,1,247595.0
rl3364325121,Oct 16-18,2015W42,4,-5.57,110,-3,515735,2,109602.0
rl3364325121,Oct 23-25,2015W43,9,-8.67,30,-80,611500,3,14556.0
rl3364325121,Oct 30-Nov 1,2015W44,13,-8.67,4,-26,619703,4,1932.0
rl3976889345,Sep 4-6,2015W36,2,0.0,45,0,193926,1,193795.0
rl3976889345,Sep 11-13,2015W37,3,-5.13,45,0,553550,2,94308.0
rl3571877377,Mar 6-8,2015W10,0,0.0,72,0,261978,1,248559.0
rl3571877377,Mar 13-15,2015W11,0,-5.66,69,-3,517333,2,107878.0
rl3571877377,Mar 20-22,2015W12,0,-7.91,30,-39,603347,3,22519.0
rl3571877377,Mar 27-29,2015W13,0,-8.23,12,-18,616573,4,3981.0
rl521111041,May 22-24,2015W21,2,0.0,64,0,185028,1,185028.0
rl521111041,May 29-31,2015W22,5,-0.47,64,0,432244,2,98066.0
rl521111041,Jun 5-7,2015W23,7,-5.96,32,-32,554467,3,39600.0
rl521111041,Jun 12-14,2015W24,9,-8.54,12,-20,590773,4,5780.0
rl3976037889,Oct 16-18,2015W42,2,0.0,88,0,183754,1,183754.0
rl3976037889,Oct 23-25,2015W43,5,-0.59,56,-32,425224,2,75323.0
rl3976037889,Oct 30-Nov 1,2015W44,6,-0.53,43,-13,530225,3,35398.0
rl3976037889,Nov 6-8,2015W45,12,-9.61,7,-36,549306,4,1376.0
rl1410049,Aug 14-16,2015W33,2,0.0,53,0,168695,1,168695.0
rl1410049,Aug 21-23,2015W34,3,-4.46,61,8,386296,2,93380.0
rl1410049,Aug 28-30,2015W35,5,-7.47,24,-37,474501,3,23621.0
rl1410049,Sep 4-6,2015W36,7,-2.85,15,-9,519906,4,16891.0
rl1410049,Sep 11-13,2015W37,10,-6.44,6,-9,538320,5,6010.0
rl1410049,Sep 18-20,2015W38,11,-8.94,1,-5,543529,6,635.0
rl527795201,May 22-24,2015W21,5,0.0,55,0,126656,1,126656.0
rl527795201,May 29-31,2015W22,6,-4.73,46,-9,281182,2,66802.0
rl527795201,Jun 5-7,2015W23,5,-2.98,30,-16,382630,3,46872.0
rl527795201,Jun 12-14,2015W24,6,-6.16,16,-14,441658,4,17978.0
rl527795201,Jun 19-21,2015W25,11,-2.34,12,-4,474840,5,13777.0
rl527795201,Jun 26-28,2015W26,11,-5.87,5,-7,492749,6,5687.0
rl527795201,Jul 3-5,2015W27,9,1.49,5,0,504542,7,6537.0
rl527795201,Jul 10-12,2015W28,11,-8.52,2,-3,509229,8,969.0
rl2308540161,May 29-31,2015W22,4,0.0,82,0,129266,1,129266.0
rl2308540161,Jun 5-7,2015W23,6,-6.65,62,-20,393198,2,43268.0
rl2308540161,Jun 12-14,2015W24,10,-9.13,14,-48,460588,3,3750.0
rl630687489,Aug 14-16,2015W33,1,0.0,99,0,210611,1,210611.0
rl630687489,Aug 21-23,2015W34,4,-6.63,70,-29,404806,2,70916.0
rl630687489,Aug 28-30,2015W35,9,-9.02,16,-54,448502,3,6981.0
rl630687489,Sep 4-6,2015W36,13,-7.86,1,-15,457135,4,1492.0
rl630687489,Sep 11-13,2015W37,14,-1.07,1,0,459144,5,1332.0
rl2906883329,May 8-10,2015W19,3,0.0,47,0,161950,1,161950.0
rl2906883329,May 15-17,2015W20,5,-0.57,51,4,379841,2,69716.0
rl2906883329,May 22-24,2015W21,11,-8.02,17,-34,450153,3,13824.0
rl2906883329,May 29-31,2015W22,17,-9.99,1,-16,458896,4,7.0
rl3079504897,Jul 3-5,2015W27,3,0.0,68,0,155109,1,155109.0
rl3079504897,Jul 10-12,2015W28,4,-5.88,69,1,320324,2,63875.0
rl3079504897,Jul 17-19,2015W29,6,-6.24,27,-42,400642,3,24000.0
rl3079504897,Jul 24-26,2015W30,8,-7.49,13,-14,420206,4,6013.0
rl3079504897,Jul 31-Aug 2,2015W31,9,-8.33,3,-10,424944,5,1002.0
rl3079504897,Aug 7-9,2015W32,10,-4.49,2,-1,426370,6,552.0
rl115835905,Oct 23-25,2015W43,2,0.0,70,0,187472,1,187472.0
rl115835905,Oct 30-Nov 1,2015W44,3,-7.13,71,1,385984,2,53796.0
rl115835905,Nov 6-8,2015W45,9,-8.82,20,-51,423946,3,6335.0
rl1916897025,Nov 27-29,2015W48,2,0.0,70,0,123973,1,123973.0
rl1257604097,Jun 26-28,2015W26,3,0.0,55,0,124237,1,124210.0
rl1257604097,Jul 3-5,2015W27,4,-3.35,56,1,284017,2,82608.0
rl1257604097,Jul 10-12,2015W28,6,-8.17,25,-31,334733,3,15089.0
rl1257604097,Jul 17-19,2015W29,9,-6.07,20,-5,350706,4,5926.0
rl2727314433,Aug 21-23,2015W34,2,0.0,61,0,164761,1,164761.0
rl2727314433,Aug 28-30,2015W35,4,-0.85,58,-3,280979,2,24643.0
rl2727314433,Sep 4-6,2015W36,9,-7.46,22,-36,319246,3,6259.0
rl3504244481,Jul 17-19,2015W29,2,0.0,52,0,93246,1,93246.0
rl3504244481,Jul 24-26,2015W30,3,-4.33,46,-6,217485,2,52893.0
rl3504244481,Jul 31-Aug 2,2015W31,5,-6.16,27,-19,273775,3,20336.0
rl3504244481,Aug 7-9,2015W32,8,-7.81,10,-17,282994,4,4451.0
rl3504244481,Aug 14-16,2015W33,11,-1.74,12,2,296409,5,3677.0
rl3504244481,Aug 21-23,2015W34,15,-9.45,4,-8,300251,6,204.0
rl2951644929,Aug 7-9,2015W32,4,0.0,55,0,72279,1,72279.0
rl2951644929,Aug 14-16,2015W33,6,-0.28,59,4,204653,2,52029.0
rl2951644929,Aug 21-23,2015W34,8,-6.21,29,-30,265753,3,19699.0
rl2951644929,Aug 28-30,2015W35,10,-6.98,4,-25,285064,4,5953.0
rl2951644929,Sep 4-6,2015W36,12,-0.58,1,-3,292217,5,2498.0
rl3099821057,Nov 13-15,2015W46,2,0.0,44,0,130084,1,94663.0
rl3099821057,Nov 20-22,2015W47,4,-3.16,39,-5,263875,2,64743.0
rl3099821057,Nov 27-29,2015W48,7,-8.85,18,-21,298738,3,7459.0
rl2075821825,Apr 10-12,2015W15,0,0.0,59,0,84884,1,82536.0
rl2075821825,Apr 17-19,2015W16,0,-3.07,58,-1,211449,2,57194.0
rl2075821825,Apr 24-26,2015W17,0,-9.38,13,-45,256505,3,3537.0
rl2075821825,May 1-3Mayweather/Pacquiao Fight,2015W18,10,-8.09,2,-11,259506,4,676.0
rl1115653377,Jul 31-Aug 2,2015W31,3,0.0,59,0,86213,1,86213.0
rl1115653377,Aug 7-9,2015W32,5,-4.92,58,-1,208399,2,43836.0
rl1115653377,Aug 14-16,2015W33,10,-8.91,13,-45,241242,3,4775.0
rl1115653377,Aug 21-23,2015W34,13,-5.49,4,-9,246851,4,2154.0
rl1115653377,Aug 28-30,2015W35,14,-7.85,3,-1,248921,5,463.0
rl2745730561,Sep 18-20,2015W38,3,0.0,80,0,112856,1,112856.0
rl2745730561,Sep 25-27,2015W39,4,-5.13,60,-20,243695,2,54917.0
rl2458682369,Oct 9-11,2015W41,4,0.0,56,0,84888,1,84888.0
rl2458682369,Oct 16-18,2015W42,7,-5.99,53,-3,184925,2,34066.0
rl2458682369,Oct 23-25,2015W43,14,-9.42,8,-45,215476,3,1970.0
rl2458682369,Oct 30-Nov 1,2015W44,10,59.89,26,18,232578,4,13769.0
rl3403383809,May 22-24,2015W21,4,0.0,59,0,143885,1,143885.0
rl3403383809,Jun 12-14,2015W24,12,0.0,8,0,232407,4,1631.0
